URL,Title,Description,Total Granted,Total Paid,Date Granted,Geographic Area,Partner
https://ikeafoundation.org/grants/create-an-enabling-environment-for-refugee-economic-inclusion-by-improving-the-narrative-around-refugees/,Create an enabling environment for refugee economic inclusion by improving the narrative around refugees,"The IKEA Foundation and UNHCR are working together to enable refugees’ economic inclusion and create a positive narrative surrounding refugees through advocacy, communications and strategic engagement.","€
                        1.49M€
                            1.54M","€
                            1.54M",November 2021,Global Programs (100%),"UNHCR, the UN Refugee Agency"
https://ikeafoundation.org/grants/delivering-resilient-enterprises-and-market-systems-for-refugees-in-ethiopia/,Delivering resilient enterprises and market systems for refugees in Ethiopia,"The IKEA Foundation is partnering with Village Enterprise to support refugees in Ethiopia to set up small businesses and link them with market opportunities. By studying how this solution boosts local economies, it aims to transform how humanitarian organisations support refugees around the world.","€
                        6.53M€
                            676.87K","€
                            676.87K",November 2021,Ethiopia (100%),Village Enterprise
https://ikeafoundation.org/grants/donation-refugee-participation-at-kigali-forum/,Donation: Refugee participation in 2021 Africa Private Sector Forum,"The 2021 Africa Private Sector Forum on Forced Displacement in Kigali, Rwanda, brought together businesses from all over Africa to identify what they can do to support refugees. The IKEA Foundation supported UNHCR with additional funding to bring representatives from refugee communities to engage in the forum.","€
                        17.47K€
                            17.64K","€
                            17.64K",November 2021,Africa (100%),"UNHCR, the UN Refugee Agency"
https://ikeafoundation.org/grants/donations-to-close-gap-on-participant-access-for-cop26/,Donation: Supporting participant access for COP26,The IKEA Foundation supported the United Nations Framework Convention on Climate Change (UNFCCC) to bring eligible delegates from lower income and small island nations to participate in COP26 in person. This was to make sure that countries that are already experiencing the impacts of climate change were represented at the conference and included in decision-making.,"€
                        370K€
                            370K","€
                            370K",November 2021,Global Programs (100%),United Nations Framework Convention on Climate Change (UNFCCC)
https://ikeafoundation.org/grants/green-transformation-pathways-india-2/,Green Transformation Pathways India,"The Green Transformation Pathways Program will empower women in rural India to improve both their livelihoods and the natural environment by supporting a transition to regenerative, circular and inclusive food and land use systems. The IKEA Foundation is supporting this programme to enable families to afford a better life while protecting the planet.","€
                        1M€
                            744.72K","€
                            744.72K",November 2021,Asia (34%)India (66%),Stichting Aidenvironment
https://ikeafoundation.org/grants/accelerating-food-system-transformation-through-agroecology/,Accelerating food system transformation through agroecology,The partnership between the AgroEcology Fund and the IKEA Foundation will advocate for and build evidence to show how farmers can improve and secure their livelihoods through agroecology - the use of sustainable farming practices that enhance soil health and the natural environment.,"€
                        3.06M€
                            1.96M","€
                            1.96M",November 2021,Eastern Africa (50%)India (50%),AgroEcology Fund
https://ikeafoundation.org/grants/circular-entrepreneurship-and-sustainable-models-in-the-textile-sector/,Circular entrepreneurship and sustainable models in the textile sector,"Dharma Life and the IKEA Foundation are working together to support women artisans in rural India to create small enterprises or gain employment in the textile sector, preserving traditional skills and contributing to a green economy through planet-friendly business practices.","€
                        830K€
                            600K","€
                            600K",November 2021,Asia (100%),Dharma Life
https://ikeafoundation.org/grants/create-an-enabling-environment-for-refugee-economic-inclusion-by-improving-the-narrative-around-refugees/,Create an enabling environment for refugee economic inclusion by improving the narrative around refugees,"The IKEA Foundation and UNHCR are working together to enable refugees’ economic inclusion and create a positive narrative surrounding refugees through advocacy, communications and strategic engagement.","€
                        1.49M€
                            1.54M","€
                            1.54M",November 2021,Global Programs (100%),"UNHCR, the UN Refugee Agency"
https://ikeafoundation.org/grants/evidence-for-protection-and-wellbeing-of-people-affected-by-forced-displacement/,Joint Data Center on Forced Displacement,"The Joint Data Center on Forced Displacement has been set up by UNHCR, the UN Refugee Agency and the World Bank to improve data on refugees so that governments and humanitarian organisations can make informed decisions about how best to meet their needs. The IKEA Foundation is supporting the Joint Data Center because we believe it will help refugees have a better everyday life.","€
                        1.06M€
                            1.07M","€
                            1.07M",November 2021,Global Programs (100%),"UNHCR, the UN Refugee Agency"
https://ikeafoundation.org/grants/donation-matching-km-for-refugees-2021/,Donation: Matching refugee campaign donations,"The 'Kilometers voor Kansen' campaign in September 2021 encouraged people to run, walk and cycle as many kilometres as possible to raise funds and awareness to help refugees integrate into their new communities. The IKEA Foundation matched the funds raised by the campaign.","€
                        70K€
                            70K","€
                            70K",October 2021,Global Programs (100%),Nederlandse Rode Kruis
https://ikeafoundation.org/grants/donation-unrestricted-support-to-efc/,Donation: Unrestricted Support to EFC,"The European Foundation Centre supports the philanthropic sector by fostering peer learning, enhancing collaboration, representing philanthropy, building a solid evidence base around effective philanthropic interventions and raising the visibility of philanthropy’s value and impact. The IKEA Foundation donated core support to increase philanthropic collaboration across Europe and beyond.","€
                        200K€
                            200K","€
                            200K",October 2021,Europe (100%),European Foundation Centre
https://ikeafoundation.org/grants/green-entrepreneurship-ecosystem/,Green Entrepreneurship Ecosystem,The Aspen Institute is conducting a research on the green enterprise economy and convening diverse organisations to accelerate the growth of green entrepreneurship in India and Kenya.,"€
                        1.02M€
                            1.07M","€
                            1.07M",October 2021,India (50%)Kenya (50%),The Aspen Institute
https://ikeafoundation.org/grants/resilient-appliances-delivering-rural-economic-growth-emissions-reductions/,Resilient Appliances,"The partnership between CLASP and the IKEA Foundation will support the transition in India to renewable energy technologies that power economic growth, improve livelihoods, increase energy access and reduce emissions.","€
                        1M€
                            1.05M","€
                            1.05M",October 2021,India (100%),CLASP
https://ikeafoundation.org/grants/gender-focus-and-climate-smart-agriculture-program-in-india/,Climate Smart Agriculture Program,"Rabo Foundation and the IKEA Foundation are helping smallholder farmers, especially women farmers, in India access finance so they can invest in renewable energy and climate-smart technologies to improve their livelihoods.","€
                        4M€
                            3.90M","€
                            3.90M",October 2021,India (100%),Rabo Foundation
https://ikeafoundation.org/grants/renewal-core-support-2022-2024/,The New Humanitarian,"The IKEA Foundation provides core support to The New Humanitarian, a non-profit news organisation that reports on humanitarian crises around the world. This will help increase understanding of what people who are affected or displaced by crises need to rebuild their lives.","€
                        477.92K€
                            334.29K","€
                            334.29K",October 2021,Global Programs (100%),The New Humanitarian
https://ikeafoundation.org/grants/accelerating-the-global-transition-to-sustainable-agriculture-implementing-the-iucn-agriculture-and-land-health-initiative/,Implementing the IUCN Agriculture and Land Health Initiative,"The partnership between the International Union for Conservation of Nature (IUCN) and the IKEA Foundation will help accelerate the transition to sustainable agriculture by improving land health as vital for farming and food. This will help to secure and improve the livelihoods of people who depend on the land, while conserving nature and protecting the planet.","€
                        3.09M€
                            1.30M","€
                            1.30M",October 2021,Eastern Africa (10%)Global Programs (80%)India (10%),International Union for Conservation of Nature
https://ikeafoundation.org/grants/resilient-appliances-delivering-rural-economic-growth-emissions-reductions/,Resilient Appliances,"The partnership between CLASP and the IKEA Foundation will support the transition in India to renewable energy technologies that power economic growth, improve livelihoods, increase energy access and reduce emissions.","€
                        1M€
                            1.05M","€
                            1.05M",October 2021,India (100%),CLASP
https://ikeafoundation.org/grants/gender-focus-and-climate-smart-agriculture-program-in-india/,Climate Smart Agriculture Program,"Rabo Foundation and the IKEA Foundation are helping smallholder farmers, especially women farmers, in India access finance so they can invest in renewable energy and climate-smart technologies to improve their livelihoods.","€
                        4M€
                            3.90M","€
                            3.90M",October 2021,India (100%),Rabo Foundation
https://ikeafoundation.org/grants/donation-people-on-the-move-study/,Donation: People on the Move study,The IKEA Foundation supported the Global Development Incubator's landmark study as part of their People on the Move initiative. The study underpins a collaboration bringing together different sectors to support forcibly displaced people.,"€
                        145.49K€
                            145.49K","€
                            145.49K",September 2021,Global Programs (100%),Global Development Incubator
https://ikeafoundation.org/grants/evaluation-and-management-of-dib-ref-livelihoods-in-jordan/,Evaluation and management of Development Impact Bond,"The IKEA Foundation is supporting KOIS to manage and evaluate a Development Impact Bond (DIB) to improve livelihood opportunities for refugees and host community members in Jordan and Lebanon, while providing measurable outcomes for investors.","€
                        222.42K€
                            119.21K","€
                            119.21K",September 2021,Jordan (100%),KOIS
https://ikeafoundation.org/grants/closing-the-textile-waste-loop-seed-phase/,Closing the textile waste loop,"The IKEA Foundation, Circular Apparel Innovation Factory and Enviu are testing a new waste management model in India to turn textile waste into a valuable resource, unlocking a new jobs market for vulnerable workers.","€
                        1.24M€
                            1.05M","€
                            1.05M",September 2021,India (100%),Enviu Nederland
https://ikeafoundation.org/grants/donation-africa-private-sector-forum-in-kigali/,Donation: Africa Private Sector Forum on Forced Displacement 2021,"The 2021 Africa Private Sector Forum on Forced Displacement in Kigali, Rwanda, brought together businesses from all over Africa to identify what they can do to support refugees. The IKEA Foundation supported the African Entrepreneur Collective with funding to organise the forum.","€
                        126.71K€
                            129.96K","€
                            129.96K",September 2021,Africa (100%),Inkomoko
https://ikeafoundation.org/grants/donation-people-on-the-move-study/,Donation: People on the Move study,The IKEA Foundation supported the Global Development Incubator's landmark study as part of their People on the Move initiative. The study underpins a collaboration bringing together different sectors to support forcibly displaced people.,"€
                        145.49K€
                            145.49K","€
                            145.49K",September 2021,Global Programs (100%),Global Development Incubator
https://ikeafoundation.org/grants/evaluation-and-management-of-dib-ref-livelihoods-in-jordan/,Evaluation and management of Development Impact Bond,"The IKEA Foundation is supporting KOIS to manage and evaluate a Development Impact Bond (DIB) to improve livelihood opportunities for refugees and host community members in Jordan and Lebanon, while providing measurable outcomes for investors.","€
                        222.42K€
                            119.21K","€
                            119.21K",September 2021,Jordan (100%),KOIS
https://ikeafoundation.org/grants/uk100-securing-commitment-to-a-net-zero-climate-just-transition/,UK100,"UK100 is a cross-party network of local elected leaders in the UK, to mobilise climate action and help secure the policy changes needed to reach net zero by 2045 or earlier. The IKEA Foundation is supporting UK100 because we believe it will help the UK to achieve a rapid and just transition to a net-zero economy that is good for both people and planet.","€
                        996.95K€
                            817.98K","€
                            817.98K",September 2021,United Kingdom (100%),UK100
https://ikeafoundation.org/grants/humanitarian-and-resilience-investing-unlocking-private-capital-in-fragile-contexts/,Humanitarian and resilience investing,The IKEA Foundation is supporting the World Economic Forum to identify and grow opportunities that crowd in private-sector investment towards fragile communities affected by crises to build their long-term resilience.,"€
                        988.16K€
                            1M","€
                            1M",September 2021,Global Programs (100%),World Economic Forum
https://ikeafoundation.org/grants/a-visionary-agenda-for-transforming-the-food-system/,A visionary agenda for transforming the food system,"The Stockholm Resilience Centre is developing scientific insights that can help transform global food systems for the resilience of our planet, so people and planet become healthy again.","€
                        3.05M€
                            1.03M","€
                            1.03M",September 2021,Global Programs (100%),Stockholm Resilience Centre
https://ikeafoundation.org/grants/cecg-renewal-climate-emergency-collaboration-group-a-unified-global-response-to-the-climate-emergency/,Climate Emergency Collaboration Group,The Climate Emergency Collaboration Group (CECG) builds strong collaboration and campaigns within the global climate movement around the annual UN climate summits (COPs) to increase impact. The IKEA Foundation supports CECG because collaboration is vital for effective climate action.,"€
                        6M€
                            3.75M","€
                            3.75M",September 2021,Global Programs (100%),Climate Emergency Collaboration Group
https://ikeafoundation.org/grants/uk100-securing-commitment-to-a-net-zero-climate-just-transition/,UK100,"UK100 is a cross-party network of local elected leaders in the UK, to mobilise climate action and help secure the policy changes needed to reach net zero by 2045 or earlier. The IKEA Foundation is supporting UK100 because we believe it will help the UK to achieve a rapid and just transition to a net-zero economy that is good for both people and planet.","€
                        996.95K€
                            817.98K","€
                            817.98K",September 2021,United Kingdom (100%),UK100
https://ikeafoundation.org/grants/humanitarian-and-resilience-investing-unlocking-private-capital-in-fragile-contexts/,Humanitarian and resilience investing,The IKEA Foundation is supporting the World Economic Forum to identify and grow opportunities that crowd in private-sector investment towards fragile communities affected by crises to build their long-term resilience.,"€
                        988.16K€
                            1M","€
                            1M",September 2021,Global Programs (100%),World Economic Forum
https://ikeafoundation.org/grants/catalyzing-green-business-in-ethiopia/,Catalyzing green business in Ethiopia,Reach for Change is working to inspire and support young people in Ethiopia to start and grow sustainable green businesses. This will cultivate a strong pipeline of new green enterprises that also create job opportunities.,"€
                        845.17K€
                            901.69K","€
                            901.69K",August 2021,Ethiopia (100%),Reach for Change
https://ikeafoundation.org/grants/development-impact-bond-on-job-market-integration-and-access-to-livelihoods-for-syrian-refugees-and-vulnerable-population-in-the-middle-east/,Development Impact Bond,"The IKEA Foundation is supporting the Near East Foundation through a development impact bond (DIB). This will improve livelihood opportunities for refugees and host community members in Jordan and Lebanon, while providing measurable outcomes for investors.","€
                        5.50M€
                            1.15M","€
                            1.15M",August 2021,Jordan (100%),Near East Foundation
https://ikeafoundation.org/grants/verasol/,VeraSol,"VeraSol is an independent quality assurance programme for off-grid solar products. By supporting CLASP to operate VeraSol, the IKEA Foundation will ensure good quality solar products are available to help micro and small entrepreneurs in rural areas improve their livelihoods.","€
                        984.35K€
                            990.94K","€
                            990.94K",August 2021,Eastern Africa (50%)Southern Asia (50%),CLASP
https://ikeafoundation.org/grants/multi-programmatic/,Multi programme support,"The partnership between the European Climate Foundation and the IKEA Foundation will support policy makers to deliver the European Green Deal. This grant focuses on ensuring the deal's success in the areas of international climate ambition, climate finance and proposed changes to the European Union Emissions Trading System (ETS).","€
                        15M€
                            9.60M","€
                            9.60M",July 2021,Global Programs (100%),European Climate Foundation
https://ikeafoundation.org/grants/rapid-coal-asset-disposal-initiative/,Rapid Coal Asset Disposal Initiative,The European Climate Foundation (ECF) is building support for innovative finance mechanisms to bring about a rapid end to the use of coal in the power sector. The IKEA Foundation partners with ECF in support of its cross-cutting strategy to enable the success of the European Green Deal.,"€
                        2.25M€
                            1.88M","€
                            1.88M",July 2021,Global Programs (100%),European Climate Foundation
https://ikeafoundation.org/grants/urban-movement-innovation-fund-enhancing-aligning-movement-technical-and-policy-power-to-urgently-accelerate-climate-solutions/,Urban Movement Innovation Fund,"Transport, energy and food consumption in cities account for around 80% of global emissions. The IKEA Foundation is supporting Urban Movement Innovation Fund to mobilise the public and work with city officials to create climate mitigation solutions that also improve citizens’ quality of life.","€
                        3.40M€
                            3.61M","€
                            3.61M",July 2021,Global Programs (100%),Urban Movement Innovation Fund
https://ikeafoundation.org/grants/donation-protracted-displacement-in-an-urban-world-pduw-project/,Donation: Protracted Displacement in an Urban World (PDUW) 2021,The IKEA Foundation supported research by the International Institute for Environment and Development to build evidence around the challenges and opportunities of hosting forcibly displaced people in urban areas rather than camps.,"€
                        133.61K€
                            133.61K","€
                            133.61K",July 2021,Global Programs (100%),International Institute for Environment and Development
https://ikeafoundation.org/grants/global-ambition-and-the-race-for-below-2-degrees/,Global ambition and the race for below 2 degrees,"The IKEA Foundation is supporting the European Climate Foundation to shape public debate about climate action across six continents, creating narratives about the prosperity of low carbon economies and empowering voices from all sections of society.","€
                        3.06M€
                            3.23M","€
                            3.23M",July 2021,Global Programs (100%),European Climate Foundation
https://ikeafoundation.org/grants/government-action-post-cop26/,Government action post-COP26,World Resources Institute (WRI) influences countries to implement their Paris Climate Agreement goals to limit global warming to 1.5⁰C. The IKEA Foundation is supporting WRI to provide insights decision makers need to step up climate action efforts and protect the planet for children and families.,"€
                        4.20M€
                            2.20M","€
                            2.20M",July 2021,Global Programs (100%),World Resources Institute
https://ikeafoundation.org/grants/multi-programmatic/,Multi programme support,"The partnership between the European Climate Foundation and the IKEA Foundation will support policy makers to deliver the European Green Deal. This grant focuses on ensuring the deal's success in the areas of international climate ambition, climate finance and proposed changes to the European Union Emissions Trading System (ETS).","€
                        15M€
                            9.60M","€
                            9.60M",July 2021,Global Programs (100%),European Climate Foundation
https://ikeafoundation.org/grants/urban-movement-innovation-fund-enhancing-aligning-movement-technical-and-policy-power-to-urgently-accelerate-climate-solutions/,Urban Movement Innovation Fund,"Transport, energy and food consumption in cities account for around 80% of global emissions. The IKEA Foundation is supporting Urban Movement Innovation Fund to mobilise the public and work with city officials to create climate mitigation solutions that also improve citizens’ quality of life.","€
                        3.40M€
                            3.61M","€
                            3.61M",July 2021,Global Programs (100%),Urban Movement Innovation Fund
https://ikeafoundation.org/grants/core-funding-renewal-3-years/,Institutional support,The IKEA Foundation is supporting the European Climate Foundation’s EU Green Deal strategy for a transition to net-zero emissions economies that puts people at the centre. This will help create a model for climate neutrality that can be replicated in other regions.,"€
                        15M€
                            10M","€
                            10M",July 2021,Global Programs (100%),European Climate Foundation
https://ikeafoundation.org/grants/advancing-climate-action-and-philanthropy-in-indonesia/,Advancing climate action and philanthropy in Indonesia,"ClimateWorks Foundation is creating a platform to finance climate action initiatives and nurture climate leadership in Indonesia, one of the world’s largest greenhouse gas emitters. This is essential to achieve the Paris Agreement goal to limit global warming to 1.5⁰C.","€
                        10.19M€
                            9.12M","€
                            9.12M",July 2021,Indonesia (100%),ClimateWorks Foundation
https://ikeafoundation.org/grants/developing-a-sustainable-ecosystem-for-renewable-energy-for-productive-use-in-rural-india/,Developing a sustainable ecosystem for renewable energy,The IKEA Foundation is partnering with GIZ to help smallholder farmers and food producers in India power their livelihoods with decentralised renewable energy technologies.,"€
                        4M€
                            2.85M","€
                            2.85M",June 2021,India (100%),Deutsche Gesellschaft für internationale Zusammenarbeit (GIZ)
https://ikeafoundation.org/grants/refugee-economies-2021-2024-strategy/,Refugee Economies: 2021 – 2024 strategy,The IKEA Foundation’s partnership with the Refugee Studies Centre at the University of Oxford funds research into how to help refugees build sustainable livelihoods and become self-sufficient.,"€
                        1.79M€
                            1.63M","€
                            1.63M",June 2021,Ethiopia (33%)Kenya (33%)Uganda (34%),University of Oxford
https://ikeafoundation.org/grants/pbaf-start-up-phase-support/,Partnership for Biodiversity Accounting Financials,"The IKEA Foundation is supporting the Partnership for Biodiversity Accounting Financials (PBAF), set up by ASN Bank, to establish a global biodiversity accounting standard that measures how financial institutions impact biodiversity.","€
                        400K€
                            400K","€
                            400K",May 2021,Global Programs (100%),Partnership for Biodiversity Accounting Financials
https://ikeafoundation.org/grants/reporting-on-non-state-actors-in-2021-2023/,Reporting on non-state actors in 2021-2023,"NewClimate Institute will build an accurate picture of climate action by regional governments, cities and non-state actors like companies, and calculate the combined impact on global emissions. The IKEA Foundation supports this work to boost countries’ efforts to meet Paris Agreement goals.","€
                        2.52M€
                            1.82M","€
                            1.82M",May 2021,Global Programs (100%),NewClimate Institute
https://ikeafoundation.org/grants/the-home-project-2021-2022/,The Home Project,"The HOME Project provides shelter and safety for refugee and migrant children who arrive in Greece without a parent or carer to look after them, and helps these children to rebuild their lives.","€
                        6.50M€
                            6.50M","€
                            6.50M",May 2021,Greece (100%),The Home Project
https://ikeafoundation.org/grants/donation-emergency-support-for-covid19-second-wave-response-programme/,Donation: Emergency support for Covid-19 second wave response programme,"To respond to the COVID-19 crisis in India, access to reliable energy was crucial for powering the ventilators and other essential appliances. Selco Foundation leveraged their local networks to address the most pressing needs regarding health care and livelihoods in the areas where they work.","€
                        2M€
                            2M","€
                            2M",May 2021,India (100%),SELCO Foundation
https://ikeafoundation.org/grants/pbaf-start-up-phase-support/,Partnership for Biodiversity Accounting Financials,"The IKEA Foundation is supporting the Partnership for Biodiversity Accounting Financials (PBAF), set up by ASN Bank, to establish a global biodiversity accounting standard that measures how financial institutions impact biodiversity.","€
                        400K€
                            400K","€
                            400K",May 2021,Global Programs (100%),Partnership for Biodiversity Accounting Financials
https://ikeafoundation.org/grants/reporting-on-non-state-actors-in-2021-2023/,Reporting on non-state actors in 2021-2023,"NewClimate Institute will build an accurate picture of climate action by regional governments, cities and non-state actors like companies, and calculate the combined impact on global emissions. The IKEA Foundation supports this work to boost countries’ efforts to meet Paris Agreement goals.","€
                        2.52M€
                            1.82M","€
                            1.82M",May 2021,Global Programs (100%),NewClimate Institute
https://ikeafoundation.org/grants/the-home-project-2021-2022/,The Home Project,"The HOME Project provides shelter and safety for refugee and migrant children who arrive in Greece without a parent or carer to look after them, and helps these children to rebuild their lives.","€
                        6.50M€
                            6.50M","€
                            6.50M",May 2021,Greece (100%),The Home Project
https://ikeafoundation.org/grants/the-home-project-2021-2022/,The Home Project,"The HOME Project provides shelter and safety for refugee and migrant children who arrive in Greece without a parent or carer to look after them, and helps these children to rebuild their lives.","€
                        6.50M€
                            6.50M","€
                            6.50M",May 2021,Greece (100%),The Home Project
https://ikeafoundation.org/grants/1000-landscapes-for-1-billion-people/,1000 Landscapes for 1 Billion People,The partnership between the IKEA Foundation and the 1000 Landscapes For 1 Billion People (1000L) coalition is helping communities to restore and protect landscapes that are vital for supporting biodiversity and people’s livelihoods..,"€
                        2.49M€
                            2.31M","€
                            2.31M",April 2021,Global Programs (100%),Rainforest Alliance
https://ikeafoundation.org/grants/achieving-planet-friendly-agriculture-revisiting-key-assumptions-about-the-agriculture-environment-interface/,Achieving planet friendly agriculture,The IKEA Foundation is supporting International Institute for Environment and Development (IIED) to carry out research into the state of regenerative agriculture and circular agribusinesses in East Africa.,"€
                        237.65K€
                            237.80K","€
                            237.80K",April 2021,Ethiopia (50%)Zambia (50%),International Institute for Environment and Development
https://ikeafoundation.org/grants/food-systems-economic-commission-support/,Food Systems Economics Commission support,"IKEA’s partnership with the Food System Economics Commission is helping to reveal the pathways towards healthier, inclusive and planet-positive food systems. It is providing policy-makers and investors with the information they need to drive change on the ground.","€
                        1M€
                            1M","€
                            1M",April 2021,Global Programs (100%),EAT Foundation
https://ikeafoundation.org/grants/unrestricted-support-for-emergency-relief-2021-2023/,Unrestricted support for emergency relief 2021-2023,"The IKEA Foundation supports Médecins Sans Frontières (MSF) with unrestricted funding to provide healthcare to people caught up in emergencies, conflicts and disasters out of the media spotlight.","€
                        15M€
                            15M","€
                            15M",April 2021,Global Programs (100%),Médecins Sans Frontières (MSF)
https://ikeafoundation.org/grants/renewable-energy-for-livelihoods/,Renewable energy for livelihoods,The IKEA Foundation is partnering with SELCO Foundation to help people living in poverty improve their incomes by powering their livelihoods with renewable energy.,"€
                        15M€
                            6.72M","€
                            6.72M",March 2021,India (100%),SELCO Foundation
https://ikeafoundation.org/grants/sustainable-energy-in-micro-enterprises-for-income-livelihood-enhancement-smile/,Sustainable energy in Micro-enterprises for Income & Livelihood Enhancement (SMILE),"The SMILE programme promotes the use of renewable energy technologies and energy efficiency measures to improve the production efficiency of micro-entrepreneurs, thereby improving their livelihoods.","€
                        877.17K€
                            723K","€
                            723K",March 2021,India (100%),The Energy and Resources Institute
https://ikeafoundation.org/grants/donation-odi-global-reset/,Donation: ODI Global Reset,"The IKEA Foundation supported the initiative titled “A Global Reset: Building a Better World Beyond Coronavirus” to provide the ideas, evidence and policy changes to build a more sustainable and just world beyond COVID-19.","€
                        115.70K€
                            115.97K","€
                            115.97K",March 2021,Global Programs (100%),Overseas Development Institute (ODI)
https://ikeafoundation.org/grants/accelerating-regenerative-agriculture-hubs-in-east-africa-and-india/,Accelerating regenerative agriculture hubs,The IKEA Foundation is working in East Africa and India with Buckminster Fuller Institute to support a new generation of grassroots regenerative agriculture projects. The programme will build support for a global regenerative movement by gathering evidence and promoting stories of change.,"€
                        451.41K€
                            465.61K","€
                            465.61K",February 2021,Ethiopia (20%)India (20%)Kenya (20%)Rwanda (20%)Uganda (20%),Buckminster Fuller Institute
https://ikeafoundation.org/grants/donation-covid19-funding-replenishment/,Donation: COVID-19 funding replenishment,The IKEA Foundation supported Purpose and the UN's campaign to disseminate accurate information about COVID-19 and respond in real time to the global health crisis and its economic and social consequences.,"€
                        2.47M€
                            2.48M","€
                            2.48M",February 2021,Global Programs (100%),Purpose Foundation
https://ikeafoundation.org/grants/climate-engagement-initiative-phase-ii/,Climate Engagement Initiative,The partnership between Climate Outreach and the IKEA Foundation will help governments inform their citizens of the facts around climate change and mobilise everyone to work together to take urgent climate action.,"€
                        955.95K€
                            870.62K","€
                            870.62K",January 2021,Global Programs (100%),Climate Outreach
https://ikeafoundation.org/grants/energy-transition-partnership-etp-indonesia/,Energy Transition Partnership: Indonesia,"The UN's Energy Transition Partnership brings together funders, philanthropies and governments in Southeast Asia to accelerate a transition to greener economies. The IKEA Foundation is supporting this work in Indonesia because the country has a high dependency on fossil fuels.","€
                        1.63M€
                            1.82M","€
                            1.82M",January 2021,Indonesia (100%),United Nations Office for Project Services
https://ikeafoundation.org/grants/climate-engagement-initiative-phase-ii/,Climate Engagement Initiative,The partnership between Climate Outreach and the IKEA Foundation will help governments inform their citizens of the facts around climate change and mobilise everyone to work together to take urgent climate action.,"€
                        955.95K€
                            870.62K","€
                            870.62K",January 2021,Global Programs (100%),Climate Outreach
https://ikeafoundation.org/grants/buildinglife/,#BuildingLife,"The World Green Building Council's aim is to reduce emissions from building materials and during the construction and renovation of buildings in Europe. In this way, they tackle whole life carbon emissions in Europe's built environment and deliver on the Green Deal.","€
                        1.63M€
                            1.63M","€
                            1.63M",December 2020,Croatia (9%)Finland (9%)France (9%)Germany (9%)Ireland (9%)Italy (9%)Netherlands (9%)Poland (9%)Spain (9%)United Kingdom (9%),World Green Building Council
https://ikeafoundation.org/grants/co-impact-systems-change-fund/,Systems Change Fund,The IKEA Foundation is partnering with Co-Impact to support its efforts to change systems and improve collaboration between donors so that millions of people in low-and middle-income countries can benefit from a better humanitarian system.,"€
                        20.64M€
                            15.56M","€
                            15.56M",December 2020,Global Programs (100%),Co-Impact
https://ikeafoundation.org/grants/endev-productive-use-in-ethiopia-kenyauganda/,EnDev,"The IKEA Foundation’s partnership with Energising Development (EnDev) will support smallholder farmers in Ethiopia, Kenya and Uganda in accessing and using solar energy to improve their livelihoods and increase their resilience to climate change.","€
                        8M€
                            8M","€
                            8M",December 2020,Ethiopia (55%)Kenya (25%)Uganda (20%),Deutsche Gesellschaft für internationale Zusammenarbeit (GIZ)
https://ikeafoundation.org/grants/linking-energy-and-development-a-user-centric-approach-phase-2/,Linking energy and development,World Resources Institute and the IKEA Foundation are working on a partnership to tackle energy poverty in East Africa and India by demonstrating a clear business case for increased investment in renewable energy.,"€
                        4.84M€
                            3.05M","€
                            3.05M",December 2020,Eastern Africa (29%)Global Programs (42%)India (29%),World Resources Institute
https://ikeafoundation.org/grants/o-farms/,O-Farms,"The IKEA Foundation and BoP Innovation Centre are working together to support 40 circular agribusinesses and entrepreneurs in Kenya and Ethiopia to scale up and help shift East Africa's food system towards a circular approach that improves people's livelihoods, reduces waste and protects the planet.","€
                        2.37M€
                            2.16M","€
                            2.16M",December 2020,Kenya (50%)Uganda (50%),BoP Innovation Center
https://ikeafoundation.org/grants/start-fund-unrestricted-emergency-relief/,Start Fund unrestricted emergency relief,The IKEA Foundation is supporting the Start Fund's COVID-19 Fund to help its NGO members anticipate risks and respond to humanitarian needs related to the global pandemic.,"€
                        8.89M€
                            9.11M","€
                            9.11M",November 2020,Global Programs (100%),N/A
https://ikeafoundation.org/grants/the-gapminder-take-off-accelerating-the-production-of-data-stories/,The Gapminder Take-off: accelerating the production of data stories,"The IKEA Foundation is supporting Gapminder to continue increasing knowledge of global facts by creating free, fun and easy-to-use teaching tools and courses for young people, educators and the public.","€
                        1.97M€
                            1.83M","€
                            1.83M",November 2020,Global Programs (100%),Gapminder Foundation
https://ikeafoundation.org/grants/refugees-in-east-africa-boosting-urban-innovations-for-livelihoods-development-rebuild/,Refugees in East Africa: Boosting Urban Innovations for Livelihoods Development (Re:Build),"The IKEA Foundation is supporting International Rescue Committee (IRC) with its Re:Build programme to enable urban refugees and vulnerable host residents to achieve economic self-reliance and benefit from strengthened urban economic, regulatory and social environments.","€
                        30M€
                            16.50M","€
                            16.50M",November 2020,Kenya (50%)Uganda (50%),International Rescue Committee
https://ikeafoundation.org/grants/start-fund-unrestricted-emergency-relief/,Start Fund unrestricted emergency relief,The IKEA Foundation is supporting the Start Fund's COVID-19 Fund to help its NGO members anticipate risks and respond to humanitarian needs related to the global pandemic.,"€
                        8.89M€
                            9.11M","€
                            9.11M",November 2020,Global Programs (100%),N/A
